index,MASS,HW,RRC,Ta,Tb,SoC_pct,BAge_pct,MR_mOhm,AUX_kW,BR_pct,energy_kwh,energy_kwh_per_km,regen_pct,distance_km
25,3523.4020818024874,4.437026148661971,0.007000612881034613,25.484967618249357,32.033915258944035,70.50161315128207,1.4199990406632423,55.08929093182087,2.6929440200328827,114.95232651941478,1330.7864350868883,330.97699088158174,5.581612147679432,4.020782325509215
26,5004.478121642023,-2.990266690030694,0.010609863957390189,18.17035895306617,20.255242951214314,97.57309462875128,15.809705723077059,51.43315400928259,4.067432772368193,143.83717710152268,1789.9648607439551,445.1782553330001,6.818768178719145,4.020782325509215
27,5453.212338499725,0.013176463544368744,0.00859579499065876,30.952826901338995,23.396351826377213,76.94547199644148,7.193255368620157,52.88019585609436,3.411887526512146,126.75352478399873,1681.1737279274018,418.12105004079984,8.336196296404468,4.020782325509215
28,3018.8984810374677,-2.394585572183132,0.009017611535266042,12.705536526627839,28.882528346963227,53.62636591307819,10.342683903872967,56.5993108227849,1.7864832691848278,107.03616957180202,929.8967651285157,231.2725956908767,8.06668633825843,4.020782325509215
29,2675.291944760829,1.5924250893294811,0.011369025986641645,14.035550402477384,27.409427762962878,63.663068832829595,9.307147953659296,53.25895790755749,3.511224988847971,140.01249209977686,1411.7626553793073,351.1164099639524,3.317611423669997,4.020782325509215
30,5797.0448061823845,-0.8543970622122288,0.00625976130925119,32.305307909846306,26.438372642733157,93.46974878571928,13.696778379380703,57.22833227366209,1.1365989223122597,118.77536624670029,1098.982778457544,273.32560916944504,15.163477723705313,4.020782325509215
31,4660.644702147692,3.4772068727761507,0.00978261861205101,19.501853259280324,19.039466712623835,82.2191801853478,4.462432749569416,54.7100268304348,2.354646060615778,101.69152319431305,1518.049173801988,377.5506980745926,6.250806043404297,4.020782325509215
32,3867.00748372823,-3.9110210817307234,0.007860817121341825,26.84207171201706,34.80201042070985,62.4164953827858,17.61178495362401,50.80463758856058,4.98018766194582,132.09614441730082,1652.7847139189694,411.06048030333284,6.875501183538275,4.020782325509215
33,3918.6970377340913,1.4344302657991648,0.0063991940729320055,30.102612813934684,24.65543340705335,54.627943178638816,3.4311374090611935,51.35384324193001,1.464607022702694,104.22355667687953,995.4422814761804,247.5742780604548,10.204652945660188,4.020782325509215
34,4608.137789648026,-1.0015602316707373,0.011977397209033371,10.08667977526784,28.001046976074576,77.50639435835183,19.03170257806778,55.1354610696435,3.8392332680523396,136.209075152874,1779.1736303139312,442.4943919560745,5.515732666699453,4.020782325509215
35,5851.2714467942715,3.3387054689228535,0.008003184914588929,23.06446618400514,33.285830962471664,98.18408414721489,7.9556093364953995,56.67618142068386,4.683194033801556,141.0002440214157,2076.5649922059238,516.4579487507908,6.9515937810327335,4.020782325509215
36,2621.9043587334454,-4.0777539275586605,0.010393914179876448,17.127863261848688,19.364520507864654,71.45312326028943,14.815906565636396,52.83256261795759,2.0576522536575794,124.43219707347453,935.7674025432599,232.73266911427467,6.688938314172231,4.020782325509215
37,2962.1187425218523,4.918640702962875,0.011218967612832784,21.92468225490302,21.908989309333265,61.46419923752546,6.164401397109032,57.05477410554886,4.27067756280303,129.2576618026942,1750.8045172744594,435.4387717451796,2.5212649729786762,4.020782325509215
38,5510.8828684315085,-2.5368788093328476,0.007140778055414558,27.883735918439925,31.31417319085449,81.60897670313716,11.76504297181964,53.46187246590853,2.8961886316537857,111.16984421387315,1439.8711340012985,358.1072083575042,11.24329944010386,4.020782325509215
39,4948.525859508663,0.47529767267405987,0.009629639491438866,14.88497472833842,30.271589869633317,92.90808807127178,0.06601905450224876,50.97477604448795,1.614725973457098,115.96120381727815,1295.1710207898375,322.11915889423574,8.869491045066244,4.020782325509215
40,3578.48191075027,-1.9216279406100512,0.008738895239308476,34.92651010397822,22.941099727526307,62.66222991980612,16.92639246582985,54.50662275403738,3.2401304095983505,149.46649293415248,1320.91855223927,328.5227712674004,6.983553722016603,4.020782325509215
41,3674.449541606009,2.9079123958945274,0.00929165201447904,26.672150255180895,26.60436252411455,72.67800983972847,7.057832907885313,57.59353210031986,4.033862594515085,119.64709064923227,1660.5940585562619,413.00272537035556,4.525660552897028,4.020782325509215
42,4797.86718217656,-4.6646445617079735,0.008307198878377676,20.108936461620033,25.649651593528688,96.77151157520711,10.168200358748436,53.93666573613882,2.6583972945809364,139.14472563192248,1314.6452238879626,326.9625454597243,10.339762992254148,4.020782325509215
43,5223.931070417166,2.33176208101213,0.010687661172822119,32.13419585023075,18.233592750504613,79.12493543699384,1.594482809305191,50.376937448978424,1.815407369285822,131.42386926338077,1508.6058668928515,375.20207381576995,7.128535562001467,4.020782325509215
44,3303.754494059831,-0.2603256795555353,0.0068906819075346,14.649933683685958,34.01403299160302,52.82782539725304,15.945127960294485,54.09481919556856,3.4398350790143013,102.36813775263727,1295.0646955758932,322.0927149822464,6.886760895269413,4.020782325509215
45,2772.5612497888505,0.7475519645959139,0.007589798396453262,12.878986950963736,32.83924211375415,67.40660546347499,4.949873983860016,51.76320539414883,1.230718344449997,144.6812924463302,814.548788208687,202.58465200687726,7.825747636701691,4.020782325509215
46,5755.298926495016,-1.8054709117859602,0.010074237953871489,30.337637839838862,21.043710870668292,87.98518758267164,18.060165252536535,55.73183482140303,3.6063209883868694,114.10577911883593,1813.9019860707172,451.1316055491749,7.829973604621844,4.020782325509215
47,4266.500486526638,3.8627701811492443,0.00617912651784718,18.3394686691463,24.200934807769954,85.95965006388724,8.8587680272758,56.20675924420357,4.88680899143219,106.38473201543093,1827.2979764181491,454.4632930823306,5.857625034046324,4.020782325509215
48,4205.6437116116285,-3.7488468922674656,0.01147612076997757,24.880216820165515,29.671804736368358,56.92889164201915,13.209336772561073,52.30015227943659,2.2622439675033092,127.40214881487191,1295.4976530361812,322.20039488760733,7.4710074034435765,4.020782325509215
49,4050.589783117175,4.203700153157115,0.008453780427575112,15.617793090641499,20.026036732830107,89.82650088146329,19.59820620715618,56.334964737296104,2.501402508467436,110.40327455848455,1419.2194602830264,352.97097564297724,5.836905493908621,4.020782325509215
50,4422.588525805622,-3.37984268553555,0.00915678939409554,33.89994845725596,33.680682563222945,65.7331295311451,2.7085365168750286,52.17957811802626,4.126898497343063,130.02916653640568,1622.141482353999,403.43926903542626,7.301050906782029,4.020782325509215
51,5612.981854937971,1.0298886150121689,0.0070489711426198485,21.09343897551298,28.3979413472116,58.38261810131371,14.132290538400412,51.6340254843235,3.344945650547743,147.11300958879292,1630.571464883135,405.5358715984781,9.46926269440391,4.020782325509215
52,2913.828772958368,-1.534123420715332,0.010564528366550804,28.421259755268693,25.318992402404547,84.67988236807287,8.482822626829147,55.85338721424341,1.9703651666641235,118.3196222409606,1018.2553280266751,253.24806109659704,6.2545348731707335,4.020782325509215
53,3257.2216992266476,1.9847475923597813,0.009915949255228044,23.893379201181233,22.276468619704247,95.10101922787726,12.487720157951117,50.00514091551304,3.702644921839237,135.36432972177863,1517.9998804270488,377.5384384268553,4.253269775900854,4.020782325509215
54,5269.79024335742,-0.6183245591819286,0.007712931023910642,16.591168395243585,29.871544137597084,74.52244977466762,5.598126649856567,54.47424324601889,1.077255729585886,105.063367029652,1101.3073535531269,273.9037491699208,12.644520029299876,4.020782325509215
55,4765.781063120812,2.6194912288337946,0.011329539041966201,29.37058747280389,30.912084688432515,51.544884126633406,16.398950293660164,57.964350402355194,2.4217104986310005,122.14701934717596,1591.4012308359797,395.79392814666625,5.856503521539389,4.020782325509215
56,3707.1980172768235,-4.9249867256730795,0.006313989674672484,11.110899425111711,21.242315431125462,80.57572674006224,0.7495587877929211,53.558216102421284,4.796184156090021,143.2804866693914,1522.4445808451478,378.64387017079736,7.911299990093304,4.020782325509215
57,3419.930739328265,0.2082415483891964,0.011760503338649869,19.267599298618734,34.67866200953722,82.86443129181862,10.890916585922241,50.59626764059067,3.992197886109352,113.33919884636998,1614.2737878685584,401.482511904973,4.185756011692567,4.020782325509215
58,5107.738970313221,-2.1996729262173176,0.006651244372129441,24.4395922543481,18.633632339537144,59.98596893623471,6.491519119590521,54.877381570637226,1.3677854500710964,145.45280816964805,1056.828645360635,262.84154669496866,13.913721681290426,4.020782325509215
59,5365.2287712320685,4.5539281982928514,0.010165312623605132,12.243055938743055,26.05173395294696,64.31138082407415,15.417649131268263,57.434261217713356,2.148759827017784,125.04865261726081,1649.2624354666812,410.1844621140512,6.4668353291733345,4.020782325509215
60,3107.0988005958498,-2.8735173773020506,0.008243505399674177,31.461098757572472,27.271034312434494,91.04225900955498,2.2780591994524,53.090138755738735,4.524209883064032,108.74316366389394,1478.2854783985017,367.66115614360774,5.761347726834158,4.020782325509215
61,2571.872652042657,3.594794413074851,0.007369379432871938,32.767796041443944,29.010286421515048,76.03129069320858,18.626707922667265,56.79767099022865,2.8036469109356403,138.2999662309885,1206.3183937495548,300.0208158736322,4.037128398364733,4.020782325509215
62,5900.254022330046,-3.79358627833426,0.01097864766418934,13.52730080485344,23.80607706401497,55.88638135232031,4.227234050631523,52.703319646418095,4.428166173398495,120.48691459931433,2022.466672838763,503.0032737677801,7.129410581388037,4.020782325509215
63,4572.7129760198295,1.7881755903363228,0.00895578964613378,25.7448120880872,20.646810356527567,69.58435904234648,12.525684088468552,51.23332856595516,3.0846936888992786,100.08294978179038,1552.8475689391369,386.20533100917754,6.8066027034142245,4.020782325509215
64,3955.156379379332,-0.6587990000844002,0.009377589013427496,20.54721809923649,32.1756810285151,99.83006147667766,9.386017974466085,55.26372533291578,1.7091368362307549,133.70412178337574,1114.1072417106973,277.08718142795766,8.420546102652485,4.020782325509215
65,3937.268950045109,0.6063153129070997,0.008647855577990412,24.18669237755239,27.87210624665022,80.27393999509513,5.856453999876976,55.75861191749573,2.0077533163130283,103.1245528254658,1177.1822653985753,292.7744329580165,7.946131028216073,4.020782325509215
66,4534.851883072406,-1.9773780275136232,0.009725919250398875,19.032968897372484,24.77603694051504,50.07664845325053,11.447256039828062,51.72675413638353,4.632257379591465,131.8385899066925,1799.3977354865694,447.524285030447,6.352524630246978,4.020782325509215
67,5945.0654136016965,4.9325040727853775,0.0072313815448433166,31.226474409922957,19.510577735491097,73.83007798343897,0.37406420335173607,52.209886863827705,3.851221952587366,139.7547498345375,1938.953730719114,482.23295213414815,7.431630975263904,4.020782325509215
68,2582.8248034231365,-2.6316578686237335,0.011121885471045971,11.990173850208521,33.14810320455581,94.02337437495589,17.24411979317665,56.30279245227575,1.47580236941576,120.20820216275752,850.5131342300303,211.5292660421045,6.537025418444836,4.020782325509215
69,3144.752959255129,3.3923239447176456,0.01048506991378963,13.762647206895053,31.43428807053715,85.54917089641094,3.7484093569219112,53.5884505212307,3.196403294801712,128.06097785942256,1464.2503136806934,364.17050094728825,3.749049113677208,4.020782325509215
70,5382.909240201116,-4.210902880877256,0.007907015550881625,33.02150579635054,21.780601576901972,58.86830100789666,19.3392875790596,57.93207327276468,1.571792434900999,106.89699137583375,1163.550968848419,289.38422293255087,13.005037105552478,4.020782325509215
71,5097.007104661316,1.5270684752613306,0.011886904114857317,20.800910065881908,22.804897714406252,66.9930627103895,7.638282552361488,54.37957672774792,2.915325939655304,114.81334203854203,1748.6029837693598,434.891233150232,5.826658426939648,4.020782325509215
72,3375.3396598622203,-1.0175647493451834,0.006496392287313938,25.98015243653208,30.416055995970964,89.92155720479786,14.508414547890425,50.09794782847166,4.290852349251509,145.14481793157756,1449.7375221744248,360.56105623445353,6.707768978085742,4.020782325509215
73,3744.317688047886,3.8007221184670925,0.011566449690610171,34.03767353389412,25.504628100432456,98.57014999724925,4.6320536732673645,53.05982427299023,3.498647414147854,124.79808977805078,1689.0155332771892,420.07136834080734,3.7957809992683713,4.020782325509215
74,4782.713447231799,-3.6070370860397816,0.0060821360182017085,15.773787829093635,26.741048821248114,69.48929908685386,17.75219401344657,57.4664354249835,1.873059917241335,141.02423740550876,1058.524684304793,263.2633648405066,13.872635348420093,4.020782325509215
75,5259.592865593731,0.6464084703475237,0.009982923723757267,28.57726036105305,34.141932260245085,55.01707261428237,9.17649058625102,54.97216638922691,2.6550738140940666,136.42838997766376,1587.6583698857987,394.86304936558054,7.650398634148077,4.020782325509215
76,3213.3787046186626,-1.7808824311941862,0.007686169797554612,21.231182026676834,18.114022951573133,75.54560992866755,13.517367616295815,50.50352565199137,4.029623705893755,104.39412794075906,1400.108614353019,348.2179588460316,6.233060025755166,4.020782325509215
77,2897.1167006529868,2.1920841839164495,0.006800280276685953,16.435889657586813,21.180946111679077,91.73466870561242,7.365403603762388,55.35840518772602,2.297305639833212,149.7346114832908,1078.8711380285797,268.3236869561063,6.109721626476396,4.020782325509215
78,5576.082469895482,-0.19614660181105137,0.01078458463959396,23.756464002653956,32.693734019994736,65.38899354636669,10.485467538237572,51.14051213115454,4.922786310315132,116.08292330056429,2133.6511474752724,530.6557218824461,6.025944085466628,4.020782325509215
79,4466.224560048431,2.8854644671082497,0.008398446075618267,10.973966252058744,29.550647889263928,60.28771628625691,1.2869669497013092,52.67308330535889,3.578270521014929,111.486885137856,1646.2232159553207,409.4285844600736,6.216782781317202,4.020782325509215
80,4060.5802265927196,-4.561359621584415,0.009195207903161645,29.2153028678149,24.330355768091977,84.33270058594644,15.6277677975595,56.829953856766224,1.2038274258375168,129.3304589111358,941.1362946322413,234.06795455236448,11.246147464003466,4.020782325509215
81,4243.932115845382,2.524488205090165,0.0062168155554682015,19.873554296791553,33.809590867720544,63.93450712785125,12.169854547828436,52.80226345360279,1.966179445385933,109.20660551637411,1168.8692005198077,290.7069087287075,9.344277396248406,4.020782325509215
82,4283.960604574531,-4.911347618326545,0.011420051224529743,26.418500104919076,19.90540077444166,93.01520232111216,5.289952754974365,56.70840122550726,3.3415532670915127,125.75634648092091,1519.2063493334113,377.83849667639254,6.696746175035479,4.020782325509215
83,5744.774060323834,1.9287637062370777,0.007809119476005435,14.396277479827404,25.17296759970486,82.49062136746943,16.716913655400276,55.23019993305206,4.184604212641716,145.96517463214695,1896.3276865410587,471.63152168425256,7.850761759670364,4.020782325509215
84,2727.3225733079016,-0.48754042014479637,0.00982481761649251,31.8987958971411,28.53570153005421,61.96195217780769,1.0576730780303478,51.26108605414629,2.560145940631628,113.99796810001135,1113.5249057091264,276.9423499114947,5.303130746770124,4.020782325509215
85,3286.501310300082,1.0135072469711304,0.01066163513995707,30.590573479421437,29.75146168284118,70.77300031669438,19.905559942126274,54.60134832561016,4.769240070134401,134.26529308781028,1737.3570637166397,432.0942849092461,3.8146002219790405,4.020782325509215
86,5185.849626548588,-1.4418617635965347,0.006958385847508908,13.11355774756521,22.404888777062297,97.11859277449548,3.025734554976225,50.881975047290325,2.3937289342284203,100.69286688230932,1306.760711720459,325.00160564025646,11.386786843375393,4.020782325509215
87,4842.885572928935,4.0701651107519865,0.009060527829453349,25.114805405028164,21.37848501931876,77.21686819568276,13.824881967157125,53.43162104487419,1.1131798811256886,120.90150429867208,1272.9293810352297,316.5874891956551,7.877447393613993,4.020782325509215
88,3684.7540959715843,-3.3266105968505144,0.008544844720512628,18.59241036232561,30.76758613716811,53.17187272012234,8.1657175719738,57.0870111361146,3.7377754971385,139.05646493658423,1403.9120818893884,349.1639109589423,7.191749031269483,4.020782325509215
89,3561.976837925613,1.8129883334040642,0.009474052034318448,10.241922750137746,18.77862340770662,57.21839014440775,18.31850064918399,54.000089854002,4.5353515855968,118.39255066588521,1721.310690456968,428.1034264243517,4.381764680104942,4.020782325509215
90,4910.978877451271,-0.7597185298800468,0.008864566365256905,30.239587617106736,34.5419432874769,87.4157658778131,3.9093445986509323,50.469681300222874,2.160816937685013,147.4299672525376,1330.9159800416442,331.0092097246496,9.302327724193237,4.020782325509215
91,5555.153148248792,3.7368377204984426,0.010881748113781214,17.26483219768852,27.143167468719184,88.66533669643104,12.833793610334396,53.96695916354656,1.316795151680708,130.15082660131156,1517.6507298550323,377.45160194983407,7.220377736574164,4.020782325509215
92,2971.8888350762427,-3.8554005417972803,0.007459799973294139,23.219691184349358,26.171336176805198,68.47205297090113,9.703967031091452,57.56131421774626,3.942367374897003,110.67150058224797,1297.0204344540923,322.57912253178995,6.73421912798212,4.020782325509215
93,2659.231028985232,4.657589690759778,0.008147152371704578,27.746046604588628,23.668874247930944,51.94617263041437,11.208100318908691,52.33040177822113,1.7293652668595314,143.45095045864582,1062.5883558641212,264.2740317282779,4.184670765826474,4.020782325509215
94,5867.556233890355,-2.895588455721736,0.010256651664152742,21.768627911806107,29.155826940201223,78.627196745947,6.798868086189032,56.17452795058489,3.1037625707685947,122.36639359034598,1711.7580804898298,425.7276176404409,8.52987562028978,4.020782325509215
95,4598.574657458812,0.2728070132434368,0.0067482596822083,34.770473735406995,32.29680545069277,95.49924395978451,15.100520234555006,55.637122586369514,4.385286279022694,105.08744367398322,1672.2416580456459,415.89957442768645,7.777239998460795,4.020782325509215
96,3874.6336922049522,-2.3389647342264652,0.01167019279114902,14.747291281819344,20.517356971278787,72.57087985053658,1.9706172496080399,51.85599686950445,2.7598513700067997,135.73009110987186,1378.5169883400124,342.84795264698374,6.145895914714465,4.020782325509215
97,3822.0967911183834,4.815565068274736,0.010113369382917882,17.929631089791656,30.539663933217525,67.91030769236386,16.541818641126156,50.29802502691746,3.3070139177143574,101.41205079853535,1642.789494099822,408.57459098877473,4.118147429457689,4.020782325509215
98,4650.234118569642,-2.7484441362321377,0.007535309309139848,25.238189045339823,23.21047281473875,87.66458160243928,0.9216413833200932,54.204890571534634,1.9326166734099388,133.55016210116446,1138.7928858446353,283.2266941236149,11.510431852834595,4.020782325509215
99,5814.192065037787,0.41128956712782383,0.011529846299439669,12.45874016545713,22.168018844909966,86.46336132660508,12.30588587000966,57.73346132040024,2.5881008692085743,138.14620026387274,1758.5981650353153,437.3771128763098,7.061254456925109,4.020782325509215
100,2713.480982463807,-2.172251334413886,0.006139340205118061,30.712092984467745,31.571903702802956,56.60829432308674,5.465048141777515,53.765578515827656,4.2135357186198235,121.81620337069035,1312.066203779253,326.3211229951588,6.180015146956952,4.020782325509215
101,3029.5293764211237,1.3313549291342497,0.008253455691039562,32.552896360866725,33.02060414943844,73.18176319822669,14.27265064790845,56.097100004553795,2.488816574215889,126.44782634451985,1150.672297932306,286.181196786518,5.85826447245908,4.020782325509215
102,5498.343316838145,-1.2131258565932512,0.009331502208486199,14.276994266547263,19.100592718459666,96.45086098462343,8.652549721300602,52.37846951931715,4.863351162523031,108.5125986021012,2005.3663763994987,498.750296348243,7.01981342949135,4.020782325509215
103,4966.0821235738695,3.2746970653533936,0.00685161292925477,27.083521629683673,24.385247606784105,79.62869168259203,19.418727569282055,51.93488755822182,3.6453650444746017,113.10844602994621,1668.9953474003855,415.09219158960923,7.561841894965099,4.020782325509215
104,3506.047888658941,-4.3283770233392715,0.010742134032770991,19.74945949856192,27.729562152177095,52.507178066298366,2.577966097742319,55.59149370342493,1.0197928808629513,146.85178818181157,875.0466470766906,217.6309424972091,9.458664584283184,4.020782325509215
105,3628.830101341009,0.8420827146619558,0.007194687316194177,15.30540479812771,23.942938753403723,60.96044606529176,12.656258083879948,56.504632860422134,2.1904784813523293,123.08578034862876,1122.2802385350064,279.11986963703004,8.186312658731449,4.020782325509215
106,4897.990540135652,-1.5853606257587671,0.01117899738997221,34.55186571460217,29.413032510317862,81.92962710745633,9.565493036061525,52.97301421314478,4.565989676862955,142.73599847219884,1928.7974571823652,479.70700750085774,5.8372728307641095,4.020782325509215
107,5129.0449583902955,3.9182333275675774,0.008778210399672389,22.334324629046023,32.570126336067915,92.40433163940907,18.456974867731333,51.46339224278927,3.909523196518421,134.81964780949056,1873.710531477211,466.00645839237603,6.080108030213615,4.020782325509215
108,3344.143364112824,-3.4896786138415337,0.009574966493993997,27.525964858941734,20.77537126466632,62.98287743702531,4.086879901587963,55.05700998753309,1.2849275209009647,106.00194027647376,877.8303021842102,218.3232592858746,9.416494474066894,4.020782325509215
109,2781.5743521787226,3.0024428479373455,0.011938145929947495,22.653281074017286,18.50481203198433,54.12424076348543,15.550731215626001,50.834950149059296,3.0135546438395977,148.1212681159377,1402.22078011051,348.74327098344594,3.1004436711439687,4.020782325509215
110,5691.414741799235,-4.4445339776575565,0.006453849412500858,17.487159920856357,34.28447610139847,77.8270005248487,2.4598899111151695,54.67785073071718,1.6381807625293732,117.69834090955555,1131.6724885464796,281.4557956462262,15.21754701501474,4.020782325509215
111,4335.621682461351,2.3872255254536867,0.010339988691732287,29.683714117854834,26.868547623045743,97.68037307076156,10.718828029930592,57.13354553282261,2.8571453504264355,109.78218098171055,1549.0299625477426,385.25586245248047,5.72467764516475,4.020782325509215
112,4191.400273703039,-0.0011576991528272629,0.008043217588216066,10.459811417385936,25.914612864144146,71.77372039295733,6.348656732589006,53.351698003709316,4.481603682041168,131.037618778646,1687.187631932161,419.61675498523437,6.479410895392321,4.020782325509215
113,4114.879517816007,2.0463142544031143,0.011020880196243525,26.154651902616024,31.177052102051675,76.54719986021519,0.19912170246243477,57.262178003787994,4.71954157948494,107.79336807318032,1918.2827076035107,477.09190707322574,4.276049852496423,4.020782325509215
114,4412.802708800882,-0.3701426088809967,0.007317648081108928,20.18924959935248,21.506502619944513,55.5779823102057,17.108240760862827,53.23106301575899,2.094060968607664,127.16903556138277,1183.5808484527065,294.3658105895626,10.017606466484924,4.020782325509215
115,5627.7910601347685,2.7201254945248365,0.009428579114377498,33.18804059177637,22.546913819387555,70.10027742944658,5.992332808673382,50.705342784523964,1.3755846619606018,144.44798547774553,1420.1717027870804,353.20780579864436,8.8116361621354,4.020782325509215
116,2844.5223257876933,-4.715862767770886,0.008912878850474953,13.152841934934258,30.142769562080503,99.5216712821275,11.622198764234781,54.79946442693472,3.750027697533369,115.51422742195427,1268.0143842684508,315.36509107288276,6.137992411444332,4.020782325509215
